Site,PlotTrmt,,Filename,Date,Quad1,Quad2,Quad3,Quad4,Avg,SD,Moving_Avg_5
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day29.jpg,2022-08-17,5.62692307692308,4.07641025641026,3.75938856015779,2.78358974358974,4.06157790927022,1.17970302007923,3.18402169625247
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day3.jpg,2022-07-23,4.39927021696253,2.88491124260355,2.8746942800789,1.87467455621302,3.0083875739645,1.04131007781043,2.97386291913215
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day30.jpg,2022-08-18,4.15303747534517,1.71112426035503,2.31015779092702,0.877021696252466,2.26283530571992,1.39043975027387,3.05078303747535
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day31.jpg,2022-08-19,4.15550295857988,1.86603550295858,2.09674556213018,0.935502958579882,2.26344674556213,1.35757582905574,2.76557297830375
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day32.jpg,2022-08-20,5.54544378698225,3.20990138067061,3.79072978303748,2.08459566074951,3.65766765285996,1.44412076940974,2.87815680473373
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day33.jpg,2022-08-21,4.20696252465483,2.26465483234714,2.51112426035503,1.55936883629191,2.63552761341223,1.12257861014006,2.86898717948718
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day34.jpg,2022-08-22,5.20641025641026,3.15824457593688,3.76037475345168,2.16019723865878,3.5713067061144,1.27425280056506,2.82577021696252
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day35.jpg,2022-08-23,3.89001972386588,1.59278106508876,2.38520710059172,0.999940828402367,2.21698717948718,1.25142198190005,2.82264792899408
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day36.jpg,2022-08-24,3.12532544378698,1.70976331360947,2.05913214990138,1.29522682445759,2.04736193293886,0.783544067663203,2.83109467455621
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day37.jpg,2022-08-25,5.64289940828402,3.03802761341223,3.69570019723866,2.19159763313609,3.64205621301775,1.46911898884787,2.6382258382643
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day38.jpg,2022-08-26,3.75631163708087,2.39644970414201,2.75388560157791,1.80439842209073,2.67776134122288,0.81873167549613,2.6487909270217
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day39.jpg,2022-08-27,3.89520710059172,2.25431952662722,2.68268244575937,1.59564102564103,2.60696252465483,0.968234794580377,2.78653057199211
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day4.jpg,2022-07-24,3.19747534516765,2.42112426035503,2.01457593688363,1.44607495069034,2.26981262327416,0.736465173745591,2.37937672583826
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day40.jpg,2022-08-28,4.05810650887574,2.32392504930966,2.83252465483235,1.72968441814596,2.73606015779093,0.989908990866491,2.32252465483235
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day41.jpg,2022-08-29,2.37270216962525,1.38934911242604,1.5879684418146,1.07512820512821,1.60628698224852,0.552847023518682,2.5198550295858
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day42.jpg,2022-08-30,3.73524654832347,1.96692307692308,2.55998027613412,1.31185404339251,2.39350098619329,1.029550926217,2.61615877712032
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day43.jpg,2022-08-31,5.69244575936884,2.80303747534517,3.6901775147929,2.18879684418146,3.59361439842209,1.52893664018943,2.55783037475345
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day44.jpg,2022-09-01,4.25349112426036,2.31739644970414,2.79631163708087,1.63812623274162,2.75133136094675,1.1084572378486,2.75736982248521
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day45.jpg,2022-09-02,3.93027613412229,1.80151873767258,2.68382642998028,1.36205128205128,2.44441814595661,1.13283243313786,2.78668836291913
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day46.jpg,2022-09-03,3.91315581854043,2.26408284023669,2.65193293885602,1.58676528599606,2.6039842209073,0.977496233876117,2.71849112426035
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day47.jpg,2022-09-04,4.22670611439842,1.98781065088757,2.69721893491124,1.24863905325444,2.54009368836292,1.27046204807364,2.87563806706114
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day48.jpg,2022-09-05,5.49159763313609,2.21151873767258,3.84084812623274,1.4665483234714,3.2526282051282,1.79192420245418,2.95200493096647
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day49.jpg,2022-09-06,4.79130177514793,3.18331360946746,3.79321499013807,2.38043392504931,3.53706607495069,1.01680188096828,2.94280276134122
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day5.jpg,2022-07-25,4.03358974358974,2.88343195266272,2.47153846153846,1.91644970414201,2.82625246548323,0.897124273442349,3.09102958579882
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day50.jpg,2022-09-07,3.82163708086785,1.96254437869823,2.96246548323471,1.48524654832347,2.55797337278107,1.0433501108545,2.92657199211045
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day51.jpg,2022-09-08,4.56335305719921,2.81767258382643,3.60025641025641,2.1436291913215,3.28122781065089,1.0415754832975,2.86303648915187
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day52.jpg,2022-09-09,3.69587771203156,1.90163708086785,2.75518737672584,1.36865877712032,2.43034023668639,1.01879100153952,2.91306213017752
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day53.jpg,2022-09-10,4.74163708086785,2.50755424063116,3.56364891518738,2.06471400394477,3.21938856015779,1.19383655777926,2.78674654832347
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day54.jpg,2022-09-11,4.55116370808678,2.23678500986193,3.54575936883629,1.97181459566075,3.07638067061144,1.20004006286646,2.69756311637081
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day55.jpg,2022-09-12,3.04542406311637,1.31775147928994,2.227258382643,1.11514792899408,1.92639546351085,0.889065720223885,2.75085305719921
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day56.jpg,2022-09-13,4.36368836291913,2.11648915187377,3.37400394477318,1.48706114398422,2.83531065088757,1.28589916346782,2.67185207100592
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day57.jpg,2022-09-14,4.2507100591716,1.75859960552268,3.4485798816568,1.32927021696252,2.6967899408284,1.38204765351341,2.46531065088757
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day58.jpg,2022-09-15,4.06994082840237,2.09351084812623,3.45680473372781,1.67727810650888,2.82438362919132,1.12566947372664,2.74673175542406
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day59.jpg,2022-09-16,3.20285996055227,1.44528599605523,2.40051282051282,1.12603550295858,2.04367357001972,0.943605611379947,2.87203944773176
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day6.jpg,2022-07-26,4.65615384615385,3.64859960552268,2.7476134122288,2.28163708086785,3.33350098619329,1.04855132643688,2.82769625246548
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day60.jpg,2022-09-17,4.59287968441815,2.9094674556213,4.15741617357002,2.18763313609467,3.46184911242604,1.10932344853995,2.85132149901381
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day61.jpg,2022-09-18,3.6236291913215,1.89522682445759,2.99489151873767,1.3865483234714,2.47507396449704,1.0182501617554,2.8861124260355
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day62.jpg,2022-09-19,4.25100591715976,2.29775147928994,3.4910650887574,1.73021696252465,2.94250986193294,1.13994769022746,2.67390236686391
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day63.jpg,2022-09-20,3.15597633136095,1.53881656804734,2.84378698224852,1.33193293885602,2.2176282051282,0.91611741669262,2.61142209072978
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day64.jpg,2022-09-21,3.38489151873767,1.50424063116371,2.93944773175542,1.26122287968442,2.27245069033531,1.04803594563131,2.53242899408284
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day65.jpg,2022-09-22,4.19684418145957,2.59246548323471,3.7638067061144,2.04467455621302,3.14944773175542,1.00087116500135,2.32144280078895
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day66.jpg,2022-09-23,3.05128205128205,1.36613412228797,2.67873767258383,1.22428007889546,2.08010848126233,0.920821490369288,2.21820710059172
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day67.jpg,2022-09-24,2.96627218934911,1.17161735700197,2.67104536489152,0.74138067061144,1.88757889546351,1.09601858655195,2.35234812623274
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day68.jpg,2022-09-25,2.63092702169625,1.66329388560158,1.85856015779093,0.65301775147929,1.70144970414201,0.814304857807413,2.35262426035503
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day7.jpg,2022-07-27,4.24479289940828,3.22536489151874,2.48499013806706,1.81747534516765,2.94315581854043,1.04098885201489,2.57905029585799
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day72.jpg,2022-09-26,4.18059171597633,2.37646942800789,4.0601775147929,1.98607495069034,3.15082840236686,1.13190263342872,2.77843096646943
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day73.jpg,2022-09-27,4.29528599605523,2.38011834319527,4.13072978303748,2.04282051282051,3.21223865877712,1.16570157699514,3.02142800788955
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day74.jpg,2022-09-28,3.90688362919132,2.00011834319527,3.81800788954635,1.8129191321499,2.88448224852071,1.13241949457173,2.81936291913215
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day75.jpg,2022-09-29,3.74834319526627,2.06984220907298,4.0065483234714,1.84100591715976,2.9164349112426,1.11858323624563,2.91329191321499
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day76.jpg,2022-09-30,2.36374753451676,1.37473372781065,2.9674358974359,1.02540433925049,1.93283037475345,0.892747083142983,2.98319033530572
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day8.jpg,2022-07-28,5.02891518737673,4.09794871794872,2.98609467455621,2.3689349112426,3.62047337278106,1.18046260759868,2.87225345167653
CASS,10,W,./greeness-data/CASS_10W\CASS_10W_day9.jpg,2022-07-29,5.00033530571992,3.68735700197239,3.01396449704142,2.54526627218935,3.56173076923077,1.06749128418829,2.70420611439842
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day1.jpg,2022-07-22,2.79889546351085,3.16938856015779,1.32029585798817,2.03061143984221,2.32979783037475,0.823320899666669,2.68814398422091
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day10.jpg,2022-07-31,2.59086785009862,3.18368836291913,0.930078895463511,1.60015779092702,2.07619822485207,1.00525672359467,2.26939151873767
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day11.jpg,2022-08-01,2.48276134122288,2.76859960552268,1.09542406311637,1.06329388560158,1.85251972386588,0.900458792160018,1.94383037475345
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day12.jpg,2022-08-02,2.14538461538462,2.28988165680473,0.832781065088757,0.83879684418146,1.52671104536489,0.799989819544034,1.92319526627219
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day13.jpg,2022-08-03,2.3503550295858,2.75420118343195,1.05287968441815,1.57826429980276,1.93392504930966,0.76354488373202,1.89600098619329
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day14.jpg,2022-08-04,2.73096646942801,3.27737672583826,1.09094674556213,1.80719921104536,2.22662228796844,0.970244401710335,1.98349605522682
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day15.jpg,2022-08-05,2.31489151873767,2.98611439842209,0.948500986193294,1.51140039447732,1.94022682445759,0.894737707532955,2.18235009861933
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day16.jpg,2022-08-06,2.81199211045365,3.31455621301775,1.19810650887574,1.83532544378698,2.28999506903353,0.952391996490749,2.26890828402367
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day17.jpg,2022-08-07,3.04234714003945,3.70272189349112,1.25907297830375,2.07978303747534,2.52098126232742,1.07321971790276,2.1568392504931
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day18.jpg,2022-08-08,3.06090729783037,3.42757396449704,1.19153846153846,1.78684418145957,2.36671597633136,1.05271312199512,2.06787376725838
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day19.jpg,2022-08-09,2.25457593688363,2.3263708086785,0.86138067061144,1.22278106508876,1.66627712031558,0.736289395265207,2.1426124260355
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day2.jpg,2022-07-23,1.92883629191322,2.01670611439842,0.844339250493097,1.19171597633136,1.49539940828402,0.570301431944933,1.97071301775148
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day21.jpg,2022-08-10,3.19974358974359,3.97199211045365,1.37021696252466,2.11280078895463,2.66368836291913,1.151167419739,2.0122899408284
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day22.jpg,2022-08-11,2.17007889546351,2.51076923076923,0.844240631163708,1.12084812623274,1.6614842209073,0.804182409408269,1.9246775147929
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day23.jpg,2022-08-12,3.16934911242604,3.92731755424063,1.33575936883629,1.86597633136095,2.57460059171598,1.18609230970984,1.91584319526627
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day24.jpg,2022-08-13,1.67956607495069,1.79459566074951,0.718816568047337,0.719881656804734,1.22821499013807,0.589461447993025,1.74078106508876
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day25.jpg,2022-08-14,2.08717948717949,1.94830374753452,0.962209072978304,0.807218934911242,1.45122781065089,0.659647830218166,1.78036291913215
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day26.jpg,2022-08-15,2.01483234714004,2.85670611439842,0.810335305719921,1.47163708086785,1.78837771203156,0.865928952635972,1.64733530571992
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day27.jpg,2022-08-16,2.46909270216963,2.76370808678501,1.04932938856016,1.15544378698225,1.85939349112426,0.88341516327244,1.56891124260355
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day28.jpg,2022-08-17,2.24810650887574,2.88187376725838,1.00568047337278,1.50218934911243,1.90946252465483,0.8252185182376,1.58293195266272
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day29.jpg,2022-08-18,1.29331360946746,1.12731755424063,0.560493096646943,0.363254437869822,0.836094674556213,0.44474488540015,1.51665285996055
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day3.jpg,2022-07-24,2.05057199211045,2.06757396449704,0.850098619329389,1.1170808678501,1.52133136094675,0.630462391740116,1.46439546351085
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day30.jpg,2022-08-19,2.14613412228797,1.96919132149901,0.94792899408284,0.764674556213018,1.45698224852071,0.701359060738603,1.44558777120316
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day31.jpg,2022-08-20,1.94901380670611,2.35311637080868,0.88422090729783,1.20607495069034,1.59810650887574,0.672432702466733,1.73956903353057
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day32.jpg,2022-08-21,2.32422090729783,2.56232741617357,1.12197238658777,1.25317554240631,1.81542406311637,0.73342517777391,1.6963224852071
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day33.jpg,2022-08-22,2.74998027613412,3.38459566074951,1.27368836291913,1.81573964497041,2.30600098619329,0.942781278407356,1.71792110453649
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day34.jpg,2022-08-23,1.94828402366864,1.64729783037475,0.899546351084813,0.725266272189349,1.30509861932939,0.586363356478831,1.70625246548323
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day35.jpg,2022-08-24,2.18033530571992,2.21646942800789,0.965542406311637,0.897554240631164,1.56497534516765,0.732093618784055,1.54917159763314
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day36.jpg,2022-08-25,1.77623274161736,2.48495069033531,0.762228796844181,1.13564102564103,1.53976331360947,0.75656498198514,1.39044378698225
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day37.jpg,2022-08-26,1.45956607495069,1.6058382642998,0.506903353057199,0.547771203155819,1.03001972386588,0.583749784403334,1.4294516765286
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day38.jpg,2022-08-27,1.81479289940828,2.22167652859961,0.910039447731755,1.10293885601578,1.51236193293886,0.612375515839811,1.46470414201183
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day39.jpg,2022-08-28,1.75128205128205,2.40157790927022,0.791932938856016,1.05575936883629,1.50013806706114,0.724498452030627,1.44330276134122
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day4.jpg,2022-07-25,2.30700197238659,2.4139842209073,0.979191321499014,1.26477317554241,1.74123767258383,0.725812239116762,1.51085601577909
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day40.jpg,2022-08-29,2.00280078895463,1.99909270216963,1.00268244575937,0.726449704142012,1.43275641025641,0.6657126925994,1.6094842209073
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day41.jpg,2022-08-30,1.55520710059172,2.0467258382643,0.78301775147929,1.0861932938856,1.36778599605523,0.552972069681695,1.58161932938856
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day42.jpg,2022-08-31,2.3943392504931,2.90786982248521,1.19958579881657,1.52021696252465,2.00550295857988,0.785379862519072,1.49970414201183
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day43.jpg,2022-09-01,1.65881656804734,2.0318540433925,0.692011834319527,1.06057199211045,1.36081360946746,0.599038638297189,1.50269921104536
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day44.jpg,2022-09-02,1.68765285996055,1.92260355029586,0.712307692307692,1.00408284023669,1.3316617357002,0.567699824616702,1.47637968441815
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day45.jpg,2022-09-03,1.63595660749507,2.38483234714004,0.709842209072978,1.06029585798817,1.44773175542406,0.732159743764468,1.34149605522682
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day46.jpg,2022-09-04,1.62887573964497,1.67666666666667,0.837593688362919,0.801617357001972,1.23618836291913,0.48164793009021,1.37164694280079
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day47.jpg,2022-09-05,1.81447731755424,1.81270216962525,0.852879684418146,0.844280078895463,1.33108481262327,0.557160236021466,1.38974852071006
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day48.jpg,2022-09-06,1.53414201183432,2.40848126232742,0.691992110453649,1.41165680473373,1.51156804733728,0.703953093090329,1.42060355029586
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day49.jpg,2022-09-07,1.58901380670611,2.37167652859961,0.651341222879684,1.07664694280079,1.42216962524655,0.740036641070785,1.61474753451677
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day5.jpg,2022-07-26,2.01623274161736,2.32942800788955,0.773293885601578,1.28907297830375,1.60200690335306,0.703661238487285,1.74762524654832
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day50.jpg,2022-09-08,2.4796449704142,3.2943392504931,1.11037475345168,1.9432741617357,2.20690828402367,0.918110403862765,1.82582347140039
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day51.jpg,2022-09-09,2.25808678500986,3.03976331360947,1.11842209072978,1.56562130177515,1.99547337278107,0.839344791904915,1.86620315581854
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day52.jpg,2022-09-10,2.08536489151874,2.89871794871795,0.9932741617357,1.63287968441815,1.90255917159763,0.801098515671808,1.8951449704142
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day53.jpg,2022-09-11,1.9998224852071,2.23213017751479,1.04680473372781,1.21751479289941,1.62406804733728,0.580071671913132,1.8042100591716
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day54.jpg,2022-09-12,2.2256607495069,2.45207100591716,1.11526627218935,1.19386587771203,1.74671597633136,0.690720824916162,1.68259566074951
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day55.jpg,2022-09-13,1.89382642998028,2.50777120315582,1.11648915187377,1.49084812623274,1.75223372781065,0.595365145241154,1.68460059171598
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day56.jpg,2022-09-14,1.61522682445759,2.01357001972387,0.811439842209073,1.10936883629191,1.38740138067061,0.533237091386566,1.55787968441815
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day57.jpg,2022-09-15,2.11587771203156,2.77311637080868,1.13591715976331,1.62542406311637,1.91258382642998,0.699408441621752,1.57331854043393
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day58.jpg,2022-09-16,1.24402366863905,1.14808678500986,0.747120315581854,0.822623274161736,0.990463510848126,0.242572398752598,1.56927120315582
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day59.jpg,2022-09-17,1.9594674556213,2.54025641025641,1.09846153846154,1.69745562130178,1.82391025641026,0.598273678595891,1.60221203155819
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day6.jpg,2022-07-27,2.19960552268245,2.48051282051282,0.929033530571992,1.31883629191321,1.73199704142012,0.729014350107017,1.52732642998028
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day60.jpg,2022-09-18,1.66191321499014,2.27347140039448,0.866114398422091,1.40692307692308,1.55210552268245,0.584262561963897,1.55117159763314
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day61.jpg,2022-09-19,1.6401775147929,2.19039447731755,0.925483234714004,1.39656804733728,1.53815581854043,0.526383411097664,1.41154930966469
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day62.jpg,2022-09-20,1.43621301775148,1.49579881656805,0.776351084812623,0.730394477317554,1.10968934911243,0.412584223828567,1.33909171597633
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day63.jpg,2022-09-21,1.16729783037475,1.56209072978304,0.765996055226824,1.00781065088757,1.12579881656805,0.334391006653956,1.12796942800789
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day64.jpg,2022-09-22,1.29153846153846,2.01179487179487,0.784437869822485,1.3910650887574,1.3697090729783,0.503780136629795,0.889712031558185
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day65.jpg,2022-09-23,0.6665483234714,0.651360946745562,0.405266272189349,0.262800788954635,0.496494082840237,0.196500432006114,0.94755325443787
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day66.jpg,2022-09-24,0.506489151873767,0.271676528599605,0.375621301775148,0.233688362919132,0.346868836291913,0.122159802590428,1.21287573964497
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day67.jpg,2022-09-25,1.30658777120316,1.93731755424063,0.837435897435897,1.51424063116371,1.39889546351085,0.45715074460654,1.26091814595661
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day7.jpg,2022-07-28,3.06335305719921,3.61832347140039,1.17788954635108,1.95007889546351,2.45241124260355,1.09686592424066,1.42676134122288
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day70.jpg,2022-09-27,1.89678500986193,2.02001972386588,1.47520710059172,1.04767258382643,1.60992110453649,0.441491049231245,1.63505424063116
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day71.jpg,2022-09-28,1.53881656804734,1.71554240631164,1.17420118343195,0.874280078895463,1.3257100591716,0.375999826915705,1.57424654832347
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day72.jpg,2022-09-29,1.6834516765286,1.78297830374753,1.15100591715976,0.935897435897436,1.38833333333333,0.409821925930354,1.48110453648915
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day73.jpg,2022-09-30,1.31927021696252,1.29992110453649,1.12994082840237,0.630295857988166,1.09485700197239,0.321175190303531,1.60164299802761
CASS,11,C,./greeness-data/CASS_11C\CASS_11C_day8.jpg,2022-07-29,2.41873767258383,2.95364891518738,1.02353057199211,1.5508875739645,1.98670118343195,0.863958828657186,1.6873067061144
